registered_voters,accredited_voters,votes_cast,valid_votes,pdp_votes,apc_votes,lp_votes,other_votes,turnout_percentage,historical_turnout,estimated_population,unit_win_margin,neighbor_avg_win_margin,winning_margin_abs,historical_win_margin_abs,fails_benfords_law,submission_delay_hours,form_ec8a_missing_or_altered,bvas_malfunction,reports_of_violence,opening_delay_hours,party_agents_absent,ballot_box_snatching,security_personnel_present,results_publicly_posted,manual_accreditation_alteration,agents_refused_signing,observer_flags_irregularity,observer_counts_mismatch,observers_present,reports_of_vote_buying,neighbor_registered_voters,is_fraudulent
485,351,351,346,136,107,67,36,0.723896685183345,0.6295442438506076,950,0.0838150289017341,0.1763320205944316,29,28,False,1.4507844418574605,False,False,False,0.1469070677877627,False,False,2,True,False,0,False,False,True,False,497,0
485,351,351,346,136,107,67,36,0.723896685183345,0.6295442438506076,950,0.0838150289017341,0.1763320205944316,29,28,False,1.4507844418574605,True,False,True,0.1469070677877627,False,False,2,True,False,0,False,False,True,False,497,1
423,305,303,295,108,91,69,27,0.7185688517641962,0.7452817712617615,847,0.0576271186440678,-0.0042898461196599486,17,9,True,0.7520151166228852,False,False,False,0.3128796239601255,False,False,1,True,False,0,False,False,True,False,422,0
423,305,303,295,108,91,69,27,0.7185688517641962,0.7452817712617615,847,0.0576271186440678,-0.0042898461196599486,17,9,True,0.7520151166228852,True,False,False,0.3128796239601255,False,False,1,True,False,0,False,False,True,False,422,1
530,314,311,310,120,86,62,42,0.5879034937994234,0.5027452331246172,1089,0.10967741935483871,0.13771137677281045,34,31,True,1.8027514497420458,False,False,False,0.7685099522979661,False,False,2,True,False,0,False,False,True,False,538,0
530,314,311,310,120,86,62,42,0.5879034937994234,0.5027452331246172,1089,0.10967741935483871,0.13771137677281045,34,31,True,1.8027514497420458,False,False,False,0.7685099522979661,False,False,2,True,False,0,False,False,True,False,538,1
500,240,239,230,94,84,34,18,0.4794390533706205,0.42864448645054876,1033,0.043478260869565216,0.017656744199836802,10,19,True,1.023540152923311,False,False,False,0.3907752118992549,False,False,2,True,False,0,False,False,True,False,486,0
500,240,239,230,230,0,0,18,0.4794390533706205,0.42864448645054876,1033,0.043478260869565216,0.017656744199836802,10,19,True,1.023540152923311,False,False,False,0.3907752118992549,False,False,2,True,False,0,False,False,True,False,486,1
451,204,200,194,77,62,33,22,0.4444262320358176,0.3787443578390013,947,0.07731958762886598,0.15818677964369612,15,15,False,1.2210251087495243,False,False,False,1.1489032128697647,False,False,3,True,False,0,False,False,True,False,456,0
451,204,200,194,77,62,33,22,0.4444262320358176,0.3787443578390013,947,0.07731958762886598,0.15818677964369612,15,15,False,1.2210251087495243,False,False,False,1.1489032128697647,False,False,3,True,False,0,False,False,True,False,456,1
760,541,539,538,207,162,114,55,0.7097301102498228,0.7406068678469282,1471,0.08364312267657993,0.15558059629019394,45,38,True,1.3806800205640335,False,False,False,0.9630268070694578,False,False,3,True,False,0,False,False,True,False,768,0
760,541,539,538,207,162,114,55,0.7097301102498228,0.7406068678469282,1471,0.08364312267657993,0.15558059629019394,45,38,True,1.3806800205640335,False,False,True,0.9630268070694578,False,False,3,True,False,0,False,False,True,False,768,1
636,278,277,274,102,75,73,24,0.43602235627546493,0.41375354368943207,1237,0.09854014598540146,0.1791955033926137,27,20,True,0.5426219586275431,False,False,False,1.2741505355380767,False,False,1,True,False,0,False,False,True,False,621,0
636,278,686,274,274,0,0,24,0.43602235627546493,0.41375354368943207,1237,0.09854014598540146,0.1791955033926137,27,20,True,5.0,False,False,False,1.2741505355380767,False,False,1,True,False,0,False,False,True,False,621,1
597,256,252,250,101,64,60,25,0.4228733576954209,0.32486453005117033,1212,0.148,0.19618926066715006,37,46,False,1.2417723150999833,False,False,False,0.7846368091749985,False,False,1,True,False,0,False,False,True,False,599,0
597,256,252,250,101,64,60,25,0.4228733576954209,0.32486453005117033,1212,0.148,0.19618926066715006,37,46,False,1.2417723150999833,False,False,False,0.7846368091749985,False,False,1,True,False,0,False,False,True,False,599,1
420,173,171,170,73,48,32,17,0.4072468500485983,0.32068687234997556,795,0.14705882352941177,0.20460226220596783,25,18,False,1.555931885010255,False,False,False,0.645435086478245,False,False,3,True,False,0,False,False,True,False,405,0
420,173,470,170,170,0,0,17,0.4072468500485983,0.32068687234997556,795,0.14705882352941177,0.20460226220596783,25,18,False,1.555931885010255,False,False,False,0.645435086478245,False,False,3,True,False,0,False,False,True,False,405,1
682,341,339,327,134,85,70,38,0.49846482449731966,0.45048949796737253,1393,0.14984709480122324,0.1026655287357936,49,42,False,0.982991058398649,False,False,False,0.7026840373959127,False,False,1,True,False,0,False,False,True,False,675,0
682,341,339,327,134,85,70,38,0.49846482449731966,0.45048949796737253,1393,0.14984709480122324,0.1026655287357936,49,42,False,0.982991058398649,False,False,False,0.7026840373959127,False,False,1,True,False,0,False,False,True,False,675,1
322,135,131,128,56,39,21,12,0.40883686685850223,0.46519752920055857,630,0.1328125,0.2273184675835448,17,24,True,0.9195523839669509,False,False,False,0.27010155094689414,False,False,3,True,False,0,False,False,True,False,318,0
322,135,131,128,56,39,21,12,0.40883686685850223,0.46519752920055857,630,0.1328125,0.2273184675835448,17,24,True,0.9195523839669509,False,False,False,0.27010155094689414,False,False,3,True,False,0,False,False,True,False,318,1
350,183,180,174,71,53,31,19,0.5165259676920378,0.4685404405322689,675,0.10344827586206896,0.027452875153908776,18,24,False,1.7688207050173916,False,False,False,0.9123851976694625,False,False,2,True,False,0,False,False,True,False,346,0
350,183,400,174,71,53,31,19,0.5165259676920378,0.4685404405322689,675,0.10344827586206896,0.027452875153908776,18,24,False,5.0,False,False,True,0.9123851976694625,False,False,2,True,False,0,False,False,True,False,346,1
466,298,295,285,113,87,50,35,0.6335379461545044,0.5526995674587587,957,0.0912280701754386,0.04866581290016313,26,28,True,1.6342829326741302,False,False,False,0.7899908239436018,False,False,3,True,False,0,False,False,True,False,484,0
466,298,295,285,113,87,50,35,0.6335379461545044,0.5526995674587587,957,0.0912280701754386,0.04866581290016313,26,28,True,1.6342829326741302,False,False,False,0.7899908239436018,False,False,3,True,False,0,False,False,True,False,484,1
617,404,404,385,160,115,71,39,0.6563889011354845,0.635021587975176,1282,0.11688311688311688,0.06097921711041536,45,41,True,1.139614507583599,False,False,False,1.0287927021639365,False,False,1,True,False,0,False,False,True,False,619,0
617,404,404,385,160,115,71,39,0.6563889011354845,0.635021587975176,1282,0.11688311688311688,0.06097921711041536,45,41,True,1.139614507583599,False,False,False,1.0287927021639365,False,False,1,True,False,0,False,False,True,False,619,1
392,221,218,216,84,63,47,22,0.5568978412687287,0.4761550982738747,822,0.09722222222222222,0.14950405969552705,21,12,True,0.9743005238216538,False,False,False,0.25915571558840517,False,False,2,True,False,0,False,False,True,False,384,0
392,221,218,216,84,63,47,22,0.5568978412687287,0.4761550982738747,822,0.09722222222222222,0.14950405969552705,21,12,True,0.9743005238216538,False,False,False,0.25915571558840517,False,False,2,True,False,0,False,False,True,False,384,1
468,222,222,217,80,67,47,23,0.4760210324698303,0.4973117658360037,909,0.059907834101382486,0.10048228154811903,13,9,False,1.922063045370184,False,False,False,0.0769153271050918,False,False,2,True,False,0,False,False,True,False,472,0
468,222,518,217,80,67,47,23,0.4760210324698303,0.4973117658360037,909,0.059907834101382486,0.10048228154811903,13,9,False,1.922063045370184,False,False,False,0.0769153271050918,False,False,2,True,False,0,False,False,True,False,472,1
714,285,282,281,104,82,64,31,0.3958597685536966,0.30693384829084225,1472,0.07829181494661921,0.11548974834353493,22,25,True,1.3359289886585075,False,False,False,1.4749609082093336,False,False,1,True,False,0,False,False,True,False,726,0
714,262,282,281,104,82,64,31,0.3958597685536966,0.30693384829084225,1472,0.07829181494661921,0.11548974834353493,22,25,True,1.3359289886585075,False,False,False,1.4749609082093336,False,False,1,True,False,0,False,False,True,False,726,1
302,107,105,101,44,32,18,7,0.35053417986091917,0.30530705077033465,641,0.1188118811881188,0.0800563515110954,12,20,False,1.929917781280406,False,False,False,1.1927302279728549,False,False,1,True,False,0,False,False,True,False,297,0
302,107,105,201,44,32,18,7,0.35053417986091917,0.30530705077033465,641,0.1188118811881188,0.0800563515110954,12,20,False,1.929917781280406,False,False,False,1.1927302279728549,False,False,1,True,False,0,False,False,True,False,297,1
660,469,465,450,150,145,100,55,0.7054724613500011,0.7591555115578961,1364,0.011111111111111112,0.03864334672851237,5,14,True,1.6820695475156957,False,False,False,1.135229955109478,False,False,1,True,False,0,False,False,True,False,648,0
660,469,465,450,150,145,100,55,0.7054724613500011,0.7591555115578961,1364,0.011111111111111112,0.03864334672851237,5,14,True,1.6820695475156957,False,False,False,1.135229955109478,False,False,1,True,False,0,False,False,True,False,648,1
464,171,167,166,67,51,35,13,0.3619792453030287,0.37362493214994363,935,0.0963855421686747,0.17903928569040992,16,14,True,1.8941894993384714,False,False,False,0.8715858347573993,False,False,1,True,False,0,False,False,True,False,457,0
464,171,167,266,67,51,35,13,0.3619792453030287,0.37362493214994363,935,0.0963855421686747,0.17903928569040992,16,14,True,1.8941894993384714,False,False,False,0.8715858347573993,False,False,1,True,False,0,False,False,True,False,457,1
383,189,189,187,77,59,31,20,0.4953453021209018,0.5947849426943692,803,0.0962566844919786,0.0032696541499106363,18,8,False,1.3252075664267224,False,False,False,0.8842608667340022,False,False,2,True,False,0,False,False,True,False,386,0
